Store,Dept,Year,Month,Weekly_Sales
1,13,2012,10,39653.97
1,14,2010,2,17801.3875
1,14,2010,3,14792.945
1,14,2010,4,12887.73
1,14,2010,5,13209.33
1,14,2010,6,13420.395
1,14,2010,7,13288.948
1,14,2010,8,13657.699999999999
1,14,2010,9,13127.65
1,14,2010,10,12423.914
1,14,2010,11,21493.7875
1,14,2010,12,27146.968
1,14,2011,1,13982.5875
1,14,2011,2,15603.737500000001
1,14,2011,3,15016.445
1,14,2011,4,13129.832
1,14,2011,5,14279.7475
1,14,2011,6,12829.02
1,14,2011,7,11608.395999999999
1,14,2011,8,13017.82
1,14,2011,9,13002.304
1,14,2011,10,12928.81
1,14,2011,11,21528.91
1,14,2011,12,28550.433999999997
1,14,2012,1,13569.305
1,14,2012,2,18443.6475
1,14,2012,3,15231.960000000001
1,14,2012,4,14766.585
1,14,2012,5,15561.14
1,14,2012,6,14399.460000000001
1,14,2012,7,14535.4025
1,14,2012,8,12446.328
1,14,2012,9,12384.66
1,14,2012,10,12254.34
1,16,2010,2,12207.0
1,16,2010,3,27329.59
1,16,2010,4,51808.676
1,16,2010,5,45395.222499999996
1,16,2010,6,37004.465
1,16,2010,7,28928.094
1,16,2010,8,22506.68
1,16,2010,9,19515.434999999998
1,16,2010,10,11030.938
1,16,2010,11,6983.975
1,16,2010,12,5749.91
1,16,2011,1,5502.74
1,16,2011,2,13916.055
1,16,2011,3,36697.71
1,16,2011,4,45994.136
1,16,2011,5,38423.1025
1,16,2011,6,38166.0925
1,16,2011,7,26285.256
1,16,2011,8,16702.845
1,16,2011,9,13870.356
1,16,2011,10,10580.7825
1,16,2011,11,6379.62
1,16,2011,12,5328.028
1,16,2012,1,6165.639999999999
1,16,2012,2,13946.3725
1,16,2012,3,41700.956
1,16,2012,4,49900.9
1,16,2012,5,40820.895000000004
1,16,2012,6,37446.547999999995
1,16,2012,7,28353.715
1,16,2012,8,20464.468
1,16,2012,9,15817.615
1,16,2012,10,10324.7825
1,17,2010,2,12695.0225
1,17,2010,3,11362.1575
1,17,2010,4,8465.728
1,17,2010,5,9533.76
1,17,2010,6,9099.6725
1,17,2010,7,8671.748
1,17,2010,8,10075.23
1,17,2010,9,9502.26
1,17,2010,10,8752.432
1,17,2010,11,10319.6275
1,17,2010,12,13344.306
1,17,2011,1,8117.245
1,17,2011,2,11343.1675
1,17,2011,3,10467.71
1,17,2011,4,8632.586
1,17,2011,5,8732.095
1,17,2011,6,8119.655
1,17,2011,7,7680.286
1,17,2011,8,8526.587500000001
1,17,2011,9,7481.252
1,17,2011,10,7836.51
1,17,2011,11,9241.314999999999
1,17,2011,12,12139.916000000001
1,17,2012,1,8186.715
1,17,2012,2,9896.0
1,17,2012,3,9430.926
1,17,2012,4,8006.71
1,17,2012,5,8415.27
1,17,2012,6,7634.508
1,17,2012,7,7767.7925
1,17,2012,8,8528.717999999999
1,17,2012,9,7521.8775000000005
1,17,2012,10,8057.5575
1,18,2010,2,10476.185
1,18,2010,3,2062.5525
1,18,2010,4,6808.5675
1,18,2010,5,0.5
1,18,2010,6,2.125
1,18,2010,8,12.0
1,18,2010,9,1273.1175
1,18,2010,10,9244.33
1,18,2010,11,17491.2325
1,18,2010,12,35883.828
1,18,2011,1,2399.9475
1,18,2011,2,10385.105
1,18,2011,3,250.965
1,18,2011,4,5868.822
1,18,2011,5,227.9675
1,18,2011,6,1.5
1,18,2011,7,0.4
1,18,2011,8,4.97
1,18,2011,9,1384.318
1,18,2011,10,8642.14
1,18,2011,11,17251.78
1,18,2011,12,33365.058000000005
1,18,2012,1,3007.5724999999998
1,18,2012,2,11303.0525
1,18,2012,3,2004.098
1,18,2012,4,4871.555
1,18,2012,5,1.76
1,18,2012,6,2.585
1,18,2012,7,2.91
1,18,2012,8,6.636666666666667
1,18,2012,9,2220.69
1,18,2012,10,10991.654999999999
1,19,2010,2,1703.8325
1,19,2010,3,1833.5775
1,19,2010,4,1568.08
1,19,2010,5,1380.5774999999999
1,19,2010,6,1334.7725
1,19,2010,7,1401.232
1,19,2010,8,1697.645
1,19,2010,9,1702.8325
1,19,2010,10,1971.0700000000002
1,19,2010,11,1491.29
1,19,2010,12,1499.086
1,19,2011,1,860.235
1,19,2011,2,1517.785
1,19,2011,3,1449.78
1,19,2011,4,1295.28
1,19,2011,5,1202.7825
1,19,2011,6,725.5625
1,19,2011,7,886.3720000000001
1,19,2011,8,830.7275
1,19,2011,9,987.632
1,19,2011,10,1060.8225
1,19,2011,11,844.5425
1,19,2011,12,1465.4879999999998
1,19,2012,1,700.1225000000001
1,19,2012,2,975.335
1,19,2012,3,1115.932
1,19,2012,4,828.99
1,19,2012,5,1370.5700000000002
1,19,2012,6,1163.122
1,19,2012,7,1042.7425
1,19,2012,8,1039.532
1,19,2012,9,1090.1975
1,19,2012,10,1374.1575
1,20,2010,2,4364.9075
1,20,2010,3,4836.46
1,20,2010,4,3345.8300000000004
1,20,2010,5,4479.09
1,20,2010,6,5745.775
1,20,2010,7,4986.3
1,20,2010,8,4200.97
1,20,2010,9,3290.455
1,20,2010,10,3470.656
1,20,2010,11,3737.5775
1,20,2010,12,3179.218
1,20,2011,1,2959.4025
1,20,2011,2,3729.52
1,20,2011,3,4090.7225
1,20,2011,4,3197.498
1,20,2011,5,4155.045
1,20,2011,6,4624.755
1,20,2011,7,4451.57
1,20,2011,8,4439.1625
1,20,2011,9,3776.8839999999996
1,20,2011,10,3117.55
1,20,2011,11,3602.3450000000003
1,20,2011,12,3842.8120000000004
1,20,2012,1,3758.6675
1,20,2012,2,5070.844999999999
1,20,2012,3,5386.586
1,20,2012,4,4102.2625
1,20,2012,5,4744.01
1,20,2012,6,4662.280000000001
1,20,2012,7,4466.1975
1,20,2012,8,4255.628
1,20,2012,9,3655.9300000000003
1,20,2012,10,3407.955
1,21,2010,2,8796.3875
1,21,2010,3,7752.965
1,21,2010,4,7656.972
1,21,2010,5,8050.4349999999995
1,21,2010,6,8182.459999999999
1,21,2010,7,8036.258
1,21,2010,8,7307.2025
1,21,2010,9,7770.6475
1,21,2010,10,7516.7699999999995
1,21,2010,11,8016.3375
1,21,2010,12,9387.268
1,21,2011,1,6943.3375
1,21,2011,2,7785.975
1,21,2011,3,7446.835
1,21,2011,4,7352.532000000001
1,21,2011,5,6997.6875
1,21,2011,6,7128.610000000001
1,21,2011,7,7197.110000000001
1,21,2011,8,7856.547500000001
1,21,2011,9,8213.202000000001
1,21,2011,10,8313.65
1,21,2011,11,8876.415
1,21,2011,12,9855.566
1,21,2012,1,7037.8625
1,21,2012,2,8435.775
1,21,2012,3,8245.884
1,21,2012,4,7844.225
1,21,2012,5,7247.8675
1,21,2012,6,7236.586
1,21,2012,7,6727.9675
1,21,2012,8,6665.206
1,21,2012,9,7773.6875
1,21,2012,10,7655.0375
1,22,2010,2,12504.4675
1,22,2010,3,8848.6125
1,22,2010,4,6574.644
1,22,2010,5,6202.655
1,22,2010,6,6464.5650000000005
1,22,2010,7,6564.142
1,22,2010,8,7671.57
1,22,2010,9,7966.3875
1,22,2010,10,7264.046
1,22,2010,11,9728.689999999999
1,22,2010,12,13207.878
1,22,2011,1,7408.56
1,22,2011,2,11455.405
1,22,2011,3,9343.8725
1,22,2011,4,6686.5
1,22,2011,5,6241.1825
1,22,2011,6,6467.3875
1,22,2011,7,6381.724
1,22,2011,8,7513.139999999999
1,22,2011,9,7371.6720000000005
1,22,2011,10,7565.672500000001
1,22,2011,11,10798.44
1,22,2011,12,10955.310000000001
1,22,2012,1,7299.6775
1,22,2012,2,10245.307499999999
1,22,2012,3,9087.653999999999
1,22,2012,4,6650.9825
1,22,2012,5,6969.7175
1,22,2012,6,6431.11
1,22,2012,7,6550.5025000000005
1,22,2012,8,6857.302000000001
1,22,2012,9,6422.3075
1,22,2012,10,8315.1425
1,23,2010,2,21534.78
1,23,2010,3,18914.567499999997
1,23,2010,4,19561.566
1,23,2010,5,21566.45
1,23,2010,6,26971.7275
1,23,2010,7,21029.940000000002
1,23,2010,8,24384.04
1,23,2010,9,16598.23
1,23,2010,10,19023.934
1,23,2010,11,26055.5
1,23,2010,12,35341.068
1,23,2011,1,17247.95
1,23,2011,2,22588.4525
1,23,2011,3,21172.36
1,23,2011,4,19976.474
1,23,2011,5,20120.72
1,23,2011,6,22777.559999999998
1,23,2011,7,18430.778
1,23,2011,8,22621.5275
1,23,2011,9,15892.866
1,23,2011,10,19130.415
1,23,2011,11,24040.4325
1,23,2011,12,33312.406
1,23,2012,1,15007.1125
1,23,2012,2,22447.14
1,23,2012,3,21089.27
1,23,2012,4,20773.28
1,23,2012,5,20680.83
1,23,2012,6,24273.984
1,23,2012,7,19449.6575
1,23,2012,8,22990.86
1,23,2012,9,15503.3275
1,23,2012,10,19788.86
1,24,2010,2,7330.165
1,24,2010,3,5355.2375
1,24,2010,4,5780.58
1,24,2010,5,5260.1625
1,24,2010,6,5062.55
1,24,2010,7,5273.005999999999
1,24,2010,8,13719.6975
1,24,2010,9,3961.0875
1,24,2010,10,5614.072
1,24,2010,11,8085.655
1,24,2010,12,10573.045999999998
1,24,2011,1,4532.0525
1,24,2011,2,7663.495
1,24,2011,3,5180.13
1,24,2011,4,5122.14
1,24,2011,5,3770.47
1,24,2011,6,3556.6125
1,24,2011,7,3593.4559999999997
1,24,2011,8,11138.2375
1,24,2011,9,3698.9380000000006
1,24,2011,10,5522.285
1,24,2011,11,6981.702499999999
1,24,2011,12,9078.138
1,24,2012,1,3570.3475
1,24,2012,2,6218.3575
1,24,2012,3,5450.682
1,24,2012,4,5109.9375
1,24,2012,5,4867.985000000001
1,24,2012,6,3838.6619999999994
1,24,2012,7,5087.0
1,24,2012,8,11961.878
1,24,2012,9,4865.885
1,24,2012,10,6879.3825
1,25,2010,2,11342.0425
1,25,2010,3,11785.3125
1,25,2010,4,12592.48
1,25,2010,5,11432.1575
1,25,2010,6,11450.125
1,25,2010,7,9048.244
1,25,2010,8,9731.3125
1,25,2010,9,8278.1775
1,25,2010,10,9682.818
1,25,2010,11,10384.8725
1,25,2010,12,11799.848000000002
1,25,2011,1,6655.0975
1,25,2011,2,9368.0475
1,25,2011,3,11733.0225
1,25,2011,4,10418.628
1,25,2011,5,9822.18
1,25,2011,6,10694.300000000001
1,25,2011,7,8633.560000000001
1,25,2011,8,9589.87
1,25,2011,9,8118.114
1,25,2011,10,9373.8675
1,25,2011,11,10565.8575
1,25,2011,12,11773.43
1,25,2012,1,6341.6
1,25,2012,2,10033.3975
1,25,2012,3,12824.874
1,25,2012,4,12037.032500000001
1,25,2012,5,11116.985
1,25,2012,6,10360.004
1,25,2012,7,9343.002499999999
1,25,2012,8,9864.844000000001
1,25,2012,9,7623.255
1,25,2012,10,10348.47
1,26,2010,2,10219.195
1,26,2010,3,7610.95
1,26,2010,4,8551.982
1,26,2010,5,7203.695
1,26,2010,6,6253.0650000000005
1,26,2010,7,5760.176
1,26,2010,8,6078.1425
1,26,2010,9,5700.19
1,26,2010,10,7728.360000000001
1,26,2010,11,9421.55
1,26,2010,12,9490.85
1,26,2011,1,4825.7575
1,26,2011,2,7679.3025
1,26,2011,3,6834.645
1,26,2011,4,6219.064
1,26,2011,5,5748.422500000001
1,26,2011,6,5758.4349999999995
1,26,2011,7,4881.26
1,26,2011,8,5258.83
1,26,2011,9,4580.12
1,26,2011,10,8004.952499999999
1,26,2011,11,7820.0825
1,26,2011,12,8521.645999999999
1,26,2012,1,4437.415
1,26,2012,2,7761.855
1,26,2012,3,7701.280000000001
1,26,2012,4,6858.835
1,26,2012,5,5899.99
1,26,2012,6,5511.654
1,26,2012,7,4964.37
1,26,2012,8,5431.836
1,26,2012,9,5649.7825
1,26,2012,10,8993.655
1,27,2010,2,2198.4375
1,27,2010,3,1255.625
1,27,2010,4,1031.308
1,27,2010,5,982.2375
1,27,2010,6,900.9975
1,27,2010,7,857.402
1,27,2010,8,1480.355
1,27,2010,9,804.8175
1,27,2010,10,1247.1799999999998
1,27,2010,11,1778.175
1,27,2010,12,2880.978
1,27,2011,1,1450.385
1,27,2011,2,1717.72
1,27,2011,3,1316.9425
1,27,2011,4,1075.372
1,27,2011,5,937.6675
1,27,2011,6,810.2025000000001
1,27,2011,7,689.558
1,27,2011,8,1217.96
1,27,2011,9,838.836
1,27,2011,10,1433.3175
1,27,2011,11,1896.5425
1,27,2011,12,3319.6880000000006
1,27,2012,1,1457.7075
1,27,2012,2,2151.2725
1,27,2012,3,1421.872
1,27,2012,4,1100.6825
1,27,2012,5,904.2825
1,27,2012,6,985.4159999999999
1,27,2012,7,1047.835
1,27,2012,8,1393.554
1,27,2012,9,978.5025
1,27,2012,10,1645.605
1,28,2010,2,1022.9525
1,28,2010,3,843.2525
1,28,2010,4,809.608
1,28,2010,5,583.8125
1,28,2010,6,485.48249999999996
1,28,2010,7,448.33599999999996
1,28,2010,8,496.4075
1,28,2010,9,512.415
1,28,2010,10,802.7239999999999
1,28,2010,11,938.53
1,28,2010,12,873.106
1,28,2011,1,757.31
1,28,2011,2,755.0625
1,28,2011,3,635.32
1,28,2011,4,604.698
1,28,2011,5,492.15250000000003
1,28,2011,6,397.025
1,28,2011,7,376.918
1,28,2011,8,336.495
1,28,2011,9,441.738
1,28,2011,10,566.345
1,28,2011,11,732.2975
1,28,2011,12,795.626
1,28,2012,1,593.5550000000001
1,28,2012,2,724.265
1,28,2012,3,552.848
1,28,2012,4,492.9625
1,28,2012,5,428.0725
1,28,2012,6,394.65999999999997
1,28,2012,7,329.0125
1,28,2012,8,302.944
1,28,2012,9,417.84000000000003
1,28,2012,10,659.25
1,29,2010,2,6915.19
1,29,2010,3,4518.952499999999
1,29,2010,4,4081.084
1,29,2010,5,4698.6775
1,29,2010,6,4173.035
1,29,2010,7,4719.442
1,29,2010,8,5262.7925
1,29,2010,9,4082.4575
1,29,2010,10,4113.928
1,29,2010,11,5489.03
1,29,2010,12,8367.367999999999
1,29,2011,1,4361.01
1,29,2011,2,6142.3825
1,29,2011,3,4573.045
1,29,2011,4,4116.93
1,29,2011,5,4389.3725
1,29,2011,6,3786.4575
1,29,2011,7,3598.46
1,29,2011,8,3949.4475
1,29,2011,9,3280.4900000000002
1,29,2011,10,3923.24
1,29,2011,11,4882.8875
1,29,2011,12,8092.352000000001
1,29,2012,1,3845.9525000000003
1,29,2012,2,6465.48
1,29,2012,3,4569.897999999999
1,29,2012,4,3675.5025
1,29,2012,5,4124.16
1,29,2012,6,3706.8160000000003
1,29,2012,7,3676.59
1,29,2012,8,4133.3099999999995
1,29,2012,9,3471.4725
1,29,2012,10,3892.455
1,30,2010,2,5042.245
1,30,2010,3,3632.125
1,30,2010,4,4215.456
1,30,2010,5,4356.0475
1,30,2010,6,3947.755
1,30,2010,7,3795.924
1,30,2010,8,4464.88
1,30,2010,9,3365.125
1,30,2010,10,3167.2560000000003
1,30,2010,11,2849.38
1,30,2010,12,3025.304
1,30,2011,1,2709.625
1,30,2011,2,4179.9125
1,30,2011,3,4584.91
1,30,2011,4,4099.264
1,30,2011,5,3535.185
1,30,2011,6,3605.45
1,30,2011,7,3741.888
1,30,2011,8,3272.3175
