Store,Date,Weekly_Sales
2,2010-07-23,25094.615633802816
2,2010-07-30,25058.974444444444
2,2010-08-06,28455.85685714286
2,2010-08-13,26698.60633802817
2,2010-08-20,28061.931857142856
2,2010-08-27,26251.274507042253
2,2010-09-03,26825.466056338028
2,2010-09-10,25543.455972222222
2,2010-09-17,25266.24788732394
2,2010-09-24,24289.538309859156
2,2010-10-01,25738.5976056338
2,2010-10-08,25693.353333333333
2,2010-10-15,25272.61253521127
2,2010-10-22,24478.135774647886
2,2010-10-29,25038.26541666667
2,2010-11-05,27700.877285714283
2,2010-11-12,26997.36253521127
2,2010-11-19,27176.932916666665
2,2010-11-26,36926.74013888889
2,2010-12-03,27613.44205479452
2,2010-12-10,33503.19084507042
2,2010-12-17,36238.427083333336
2,2010-12-24,47068.59835616439
2,2010-12-31,24311.590972222224
2,2011-01-07,24417.372083333335
2,2011-01-14,23893.06273972603
2,2011-01-21,24324.790277777778
2,2011-01-28,23546.82888888889
2,2011-02-04,26796.475416666668
2,2011-02-11,30111.689027777775
2,2011-02-18,28505.271506849316
2,2011-02-25,25824.09971830986
2,2011-03-04,27145.312054794522
2,2011-03-11,25741.19602739726
2,2011-03-18,26424.411944444444
2,2011-03-25,24530.028472222224
2,2011-04-01,25354.526197183095
2,2011-04-08,25660.45291666667
2,2011-04-15,26147.434366197183
2,2011-04-22,26568.16338028169
2,2011-04-29,24243.684444444443
2,2011-05-06,25174.5698630137
2,2011-05-13,25185.110547945205
2,2011-05-20,24118.312285714284
2,2011-05-27,25320.176901408453
2,2011-06-03,26489.81109589041
2,2011-06-10,27171.171267605638
2,2011-06-17,27135.722083333334
2,2011-06-24,25584.654285714285
2,2011-07-01,26660.614285714284
2,2011-07-08,26473.742714285716
2,2011-07-15,25502.675571428572
2,2011-07-22,24560.794507042254
2,2011-07-29,24009.900857142857
2,2011-08-05,26810.060857142857
2,2011-08-12,25531.947323943663
2,2011-08-19,25973.16323943662
2,2011-08-26,25293.60986111111
2,2011-09-02,25126.6625
2,2011-09-09,24277.786805555555
2,2011-09-16,23492.215555555555
2,2011-09-23,23184.719166666666
2,2011-09-30,23244.992112676056
2,2011-10-07,25881.034225352112
2,2011-10-14,24561.720985915494
2,2011-10-21,25840.566901408452
2,2011-10-28,24573.559027777777
2,2011-11-04,27601.519718309857
2,2011-11-11,26676.738194444442
2,2011-11-18,26065.239726027397
2,2011-11-25,35810.990410958904
2,2011-12-02,27534.535211267605
2,2011-12-09,31377.38794520548
2,2011-12-16,33325.15780821918
2,2011-12-23,43572.564864864864
2,2011-12-30,25674.33589041096
2,2012-01-06,24993.33527777778
2,2012-01-13,24573.598309859153
2,2012-01-20,23774.570972222224
2,2012-01-27,23068.140833333335
2,2012-02-03,26510.95808219178
2,2012-02-10,28812.6394520548
2,2012-02-17,30091.622739726026
2,2012-02-24,26222.57323943662
2,2012-03-02,27118.82861111111
2,2012-03-09,27290.53887323944
2,2012-03-16,27832.142676056337
2,2012-03-23,25217.45295774648
2,2012-03-30,26161.701971830986
2,2012-04-06,29164.875479452057
2,2012-04-13,26518.754794520548
2,2012-04-20,25657.561805555553
2,2012-04-27,24846.944929577465
2,2012-05-04,27097.98718309859
2,2012-05-11,26632.23597222222
2,2012-05-18,28182.26295774648
2,2012-05-25,27325.587
2,2012-06-01,26902.709436619716
2,2012-06-08,28312.908309859155
2,2012-06-15,28041.775714285715
2,2012-06-22,26587.791690140846
2,2012-06-29,26493.607323943663
2,2012-07-06,28354.269444444442
2,2012-07-13,26143.930428571428
2,2012-07-20,25273.145277777778
2,2012-07-27,24081.14904109589
2,2012-08-03,27029.231111111112
2,2012-08-10,25926.66611111111
2,2012-08-17,26411.178219178084
2,2012-08-24,26433.635915492956
2,2012-08-31,26672.37397260274
2,2012-09-07,26743.339014084508
2,2012-09-14,25205.64763888889
2,2012-09-21,25766.417887323943
2,2012-09-28,24256.535555555558
2,2012-10-05,27754.45888888889
2,2012-10-12,26037.604520547942
2,2012-10-19,26028.033943661972
2,2012-10-26,25837.441549295774
3,2010-02-05,7101.880307692307
3,2010-02-12,6573.89
3,2010-02-19,6486.802923076923
3,2010-02-26,6463.569206349206
3,2010-03-05,6590.508571428572
3,2010-03-12,6003.13578125
3,2010-03-19,5774.285999999999
3,2010-03-26,5713.480476190476
3,2010-04-02,6613.975
3,2010-04-09,6497.973125
3,2010-04-16,5461.434769230769
3,2010-04-23,5312.13515625
3,2010-04-30,5473.460454545455
3,2010-05-07,6338.473968253968
3,2010-05-14,6005.5928125
3,2010-05-21,5544.567258064516
3,2010-05-28,5646.600483870968
3,2010-06-04,6402.7225806451615
3,2010-06-11,5635.191904761905
3,2010-06-18,5778.997619047619
3,2010-06-25,5763.652903225806
3,2010-07-02,6248.388852459017
3,2010-07-09,5543.082222222222
3,2010-07-16,5782.439016393443
3,2010-07-23,5601.023650793651
3,2010-07-30,5523.096031746031
3,2010-08-06,6391.04380952381
3,2010-08-13,5659.9563333333335
3,2010-08-20,5673.035645161291
3,2010-08-27,5748.160158730158
3,2010-09-03,5817.047142857144
3,2010-09-10,5591.443968253968
3,2010-09-17,5855.881290322581
3,2010-09-24,5471.182615384615
3,2010-10-01,5786.840322580645
3,2010-10-08,6372.6991935483875
3,2010-10-15,5485.466507936509
3,2010-10-22,5538.0314285714285
3,2010-10-29,5446.7459375
3,2010-11-05,6717.072380952381
3,2010-11-12,6041.17234375
3,2010-11-19,5821.020625
3,2010-11-26,8977.2673015873
3,2010-12-03,7562.234444444444
3,2010-12-10,7306.9067187499995
3,2010-12-17,7663.990615384616
3,2010-12-24,9468.60015625
3,2010-12-31,6172.221935483871
3,2011-01-07,6003.830793650794
3,2011-01-14,6146.146774193549
3,2011-01-21,5569.471428571429
3,2011-01-28,5791.52761904762
3,2011-02-04,6960.579841269841
3,2011-02-11,6943.971129032258
3,2011-02-18,6869.557142857143
3,2011-02-25,6304.939523809524
3,2011-03-04,6937.849365079365
3,2011-03-11,6424.655555555555
3,2011-03-18,6223.960476190477
3,2011-03-25,6042.5979365079365
3,2011-04-01,5945.334603174602
3,2011-04-08,6096.433492063492
3,2011-04-15,6004.109672131148
3,2011-04-22,6220.000634920634
3,2011-04-29,5925.893548387097
3,2011-05-06,6453.783125
3,2011-05-13,6131.947301587302
3,2011-05-20,5696.92390625
3,2011-05-27,5771.103125
3,2011-06-03,6262.029206349207
3,2011-06-10,6316.754032258064
3,2011-06-17,6613.497377049181
3,2011-06-24,6218.0759677419355
3,2011-07-01,6149.378666666667
3,2011-07-08,6373.326451612903
3,2011-07-15,5927.846507936508
3,2011-07-22,5911.760163934427
3,2011-07-29,5482.242698412698
3,2011-08-05,6721.004098360656
3,2011-08-12,6135.110483870967
3,2011-08-19,6224.8673770491805
3,2011-08-26,6006.025409836066
3,2011-09-02,6064.333709677419
3,2011-09-09,6186.024426229508
3,2011-09-16,5962.373174603174
3,2011-09-23,5797.602222222222
3,2011-09-30,5943.192419354838
3,2011-10-07,6302.225
3,2011-10-14,5754.41515625
3,2011-10-21,6171.505625
3,2011-10-28,5902.130606060606
3,2011-11-04,7068.35723076923
3,2011-11-11,6273.296153846154
3,2011-11-18,6231.85890625
3,2011-11-25,8568.079846153847
3,2011-12-02,7159.2624242424245
3,2011-12-09,7102.618181818181
3,2011-12-16,7738.600303030303
3,2011-12-23,8351.836515151515
3,2011-12-30,6316.2135384615385
3,2012-01-06,6221.53453125
3,2012-01-13,5832.3590476190475
3,2012-01-20,5627.978615384615
3,2012-01-27,5461.2203125
3,2012-02-03,6640.0103125000005
3,2012-02-10,7395.1948437500005
3,2012-02-17,7205.925454545455
3,2012-02-24,6756.8624193548385
3,2012-03-02,7339.88375
3,2012-03-09,6955.65703125
3,2012-03-16,6335.012307692307
3,2012-03-23,6569.956349206349
3,2012-03-30,6468.0768253968245
3,2012-04-06,7987.811587301588
3,2012-04-13,6473.688307692308
3,2012-04-20,6794.09578125
3,2012-04-27,6263.747777777778
3,2012-05-04,7095.380161290323
3,2012-05-11,6856.910476190476
3,2012-05-18,6533.011875
3,2012-05-25,6566.687142857142
3,2012-06-01,6861.405238095239
3,2012-06-08,7198.98064516129
3,2012-06-15,7017.060158730158
3,2012-06-22,6766.095967741936
3,2012-06-29,6933.857868852459
3,2012-07-06,6527.087301587301
3,2012-07-13,6724.404838709677
3,2012-07-20,6863.886507936508
3,2012-07-27,6281.095161290323
3,2012-08-03,6666.512539682541
3,2012-08-10,6219.231746031745
3,2012-08-17,6369.658548387097
3,2012-08-24,6546.820158730158
3,2012-08-31,6594.173064516129
3,2012-09-07,6378.589531250001
3,2012-09-14,6574.018709677419
3,2012-09-21,6577.652222222223
3,2012-09-28,6090.8284375
3,2012-10-05,6930.58828125
3,2012-10-12,6320.067538461539
3,2012-10-19,6633.016875
3,2012-10-26,6334.8859375
4,2010-02-05,29248.546164383562
4,2010-02-12,29177.43186666667
4,2010-02-19,28080.277534246576
4,2010-02-26,26023.362702702703
4,2010-03-05,27375.797777777778
4,2010-03-12,25949.64506849315
4,2010-03-19,25640.9372972973
4,2010-03-26,24144.37397260274
4,2010-04-02,27112.97424657534
4,2010-04-09,24910.311232876713
4,2010-04-16,25363.283424657533
4,2010-04-23,24360.512162162162
4,2010-04-30,25595.398309859156
4,2010-05-07,28177.83295774648
4,2010-05-14,25693.113424657535
4,2010-05-21,26813.41690140845
4,2010-05-28,26536.195714285714
4,2010-06-04,27189.86542857143
4,2010-06-11,26723.131857142856
4,2010-06-18,27179.385211267607
4,2010-06-25,26009.182394366195
4,2010-07-02,26129.683472222223
4,2010-07-09,25524.05943661972
4,2010-07-16,26738.417746478874
4,2010-07-23,25320.914794520548
4,2010-07-30,24953.300138888888
4,2010-08-06,26868.14901408451
4,2010-08-13,28268.320422535213
4,2010-08-20,28129.311126760564
4,2010-08-27,25320.601643835616
4,2010-09-03,27265.59971830986
4,2010-09-10,25559.189178082193
4,2010-09-17,26388.32791666667
4,2010-09-24,25148.39833333333
4,2010-10-01,25955.225633802816
4,2010-10-08,27104.09513888889
4,2010-10-15,25935.348472222224
4,2010-10-22,27149.437464788734
4,2010-10-29,27230.042253521126
4,2010-11-05,28353.743521126762
4,2010-11-12,28166.11633802817
4,2010-11-19,29136.241666666665
4,2010-11-26,38742.631250000006
4,2010-12-03,29613.10098591549
4,2010-12-10,31541.162465753423
4,2010-12-17,38056.34916666667
4,2010-12-24,49672.01957746479
4,2010-12-31,24928.7325
4,2011-01-07,25867.725972222222
4,2011-01-14,26274.68253521127
4,2011-01-21,26199.915833333336
4,2011-01-28,25552.688028169014
4,2011-02-04,29431.750555555554
4,2011-02-11,30386.767916666668
4,2011-02-18,32626.698028169016
4,2011-02-25,28862.42625
4,2011-03-04,28814.462328767124
4,2011-03-11,28330.81125
4,2011-03-18,29395.491388888888
4,2011-03-25,27002.282222222224
4,2011-04-01,26392.312083333334
4,2011-04-08,29224.69661971831
4,2011-04-15,27613.912112676055
4,2011-04-22,30841.677222222224
4,2011-04-29,26085.658888888887
4,2011-05-06,28662.260555555556
4,2011-05-13,27429.62150684932
4,2011-05-20,27993.937222222223
4,2011-05-27,27980.252816901408
4,2011-06-03,29089.819014084507
4,2011-06-10,29627.876857142855
4,2011-06-17,29739.03638888889
4,2011-06-24,27893.679444444442
4,2011-07-01,28894.838450704225
4,2011-07-08,29949.882028985507
4,2011-07-15,29272.099285714285
4,2011-07-22,29089.019857142855
4,2011-07-29,28023.578450704226
4,2011-08-05,30857.962714285717
4,2011-08-12,30080.981999999996
4,2011-08-19,31449.184507042253
4,2011-08-26,27617.919583333332
4,2011-09-02,28866.94875
4,2011-09-09,29071.37513888889
4,2011-09-16,28827.462916666667
4,2011-09-23,28611.357887323942
4,2011-09-30,26798.42541666667
4,2011-10-07,30517.431690140842
4,2011-10-14,28813.178472222222
4,2011-10-21,30663.085138888888
4,2011-10-28,30305.06464788732
4,2011-11-04,32129.821267605636
4,2011-11-11,30178.47890410959
4,2011-11-18,31604.881549295773
4,2011-11-25,40604.08554054054
4,2011-12-02,29472.96297297297
4,2011-12-09,34846.60055555555
4,2011-12-16,37964.34479452055
4,2011-12-23,51060.95805555556
4,2011-12-30,27876.47027777778
4,2012-01-06,28051.59
4,2012-01-13,26967.730694444446
4,2012-01-20,28240.81352112676
4,2012-01-27,26787.78486111111
4,2012-02-03,30185.748750000002
4,2012-02-10,32981.397777777776
4,2012-02-17,33255.34479452055
4,2012-02-24,31361.439014084506
4,2012-03-02,30223.560273972602
4,2012-03-09,30170.55904109589
4,2012-03-16,31196.724507042254
4,2012-03-23,29459.04985915493
4,2012-03-30,29427.912253521128
4,2012-04-06,34308.41847222222
4,2012-04-13,28839.745068493154
4,2012-04-20,29782.456805555557
4,2012-04-27,29071.34732394366
4,2012-05-04,30513.44902777778
4,2012-05-11,29550.849583333333
4,2012-05-18,31087.532535211267
4,2012-05-25,30339.96718309859
4,2012-06-01,31133.727714285713
4,2012-06-08,30756.94767123288
4,2012-06-15,30605.355205479453
4,2012-06-22,30099.995205479452
4,2012-06-29,29560.59611111111
4,2012-07-06,30472.592876712326
4,2012-07-13,28770.583698630136
4,2012-07-20,30641.742112676056
4,2012-07-27,29265.909285714286
4,2012-08-03,29787.864794520545
4,2012-08-10,30463.440138888887
4,2012-08-17,31281.373972602738
4,2012-08-24,29112.8997260274
4,2012-08-31,28905.29652777778
4,2012-09-07,29111.023561643833
4,2012-09-14,29414.647222222222
4,2012-09-21,29436.646250000005
4,2012-09-28,28558.031408450704
4,2012-10-05,30692.158750000002
4,2012-10-12,29625.36208333333
4,2012-10-19,29538.96971830986
4,2012-10-26,29855.47861111111
5,2010-02-05,5115.695161290322
5,2010-02-12,4797.318461538462
5,2010-02-19,4668.424153846154
5,2010-02-26,4158.178923076923
5,2010-03-05,4513.37046875
5,2010-03-12,4795.057903225806
5,2010-03-19,4543.651774193548
5,2010-03-26,4407.789838709677
5,2010-04-02,5178.21875
5,2010-04-09,5206.674444444444
5,2010-04-16,4870.772857142857
5,2010-04-23,4813.9955
5,2010-04-30,4896.685901639345
5,2010-05-07,5294.009523809524
5,2010-05-14,4863.504426229509
5,2010-05-21,5026.9248333333335
5,2010-05-28,4920.843015873015
5,2010-06-04,5630.431500000001
5,2010-06-11,4862.982131147541
5,2010-06-18,4980.88253968254
5,2010-06-25,4840.2836065573765
5,2010-07-02,5016.283114754098
5,2010-07-09,4783.751967213115
5,2010-07-16,4601.667213114754
5,2010-07-23,4579.043833333333
5,2010-07-30,4408.67262295082
5,2010-08-06,4967.918360655738
5,2010-08-13,4620.602419354838
5,2010-08-20,4558.815555555556
5,2010-08-27,4808.6625
5,2010-09-03,5308.163934426229
5,2010-09-10,4944.081935483871
5,2010-09-17,4557.397580645162
5,2010-09-24,4652.8822222222225
5,2010-10-01,4424.658125
5,2010-10-08,4611.029365079365
5,2010-10-15,4385.64375
5,2010-10-22,4452.94171875
5,2010-10-29,4413.203333333333
5,2010-11-05,5246.9403225806445
5,2010-11-12,4868.183225806451
5,2010-11-19,4720.393809523809
5,2010-11-26,7630.66578125
5,2010-12-03,5468.109206349206
5,2010-12-10,5427.869692307693
5,2010-12-17,5746.89359375
5,2010-12-24,7281.41015625
5,2010-12-31,4733.01873015873
5,2011-01-07,4474.1759375
5,2011-01-14,4072.44859375
5,2011-01-21,4301.7709375
5,2011-01-28,4501.425645161291
5,2011-02-04,5150.20625
5,2011-02-11,4868.6021875
5,2011-02-18,5572.22828125
5,2011-02-25,4677.1349206349205
5,2011-03-04,5141.1509375
5,2011-03-11,4579.6578125
5,2011-03-18,4802.733384615384
5,2011-03-25,4605.1953125
5,2011-04-01,5069.621774193548
5,2011-04-08,4878.311428571428
5,2011-04-15,4737.1320000000005
5,2011-04-22,5131.49125
5,2011-04-29,4801.430625
5,2011-05-06,4967.764307692308
5,2011-05-13,4545.78140625
5,2011-05-20,4755.783015873016
5,2011-05-27,4642.96390625
5,2011-06-03,5396.4577049180325
5,2011-06-10,4999.74
5,2011-06-17,4916.319677419355
5,2011-06-24,4732.525625
5,2011-07-01,5191.966507936509
5,2011-07-08,5012.982741935483
5,2011-07-15,4568.526129032258
5,2011-07-22,4718.382741935484
5,2011-07-29,4437.776935483871
5,2011-08-05,5124.815483870968
5,2011-08-12,4675.583225806452
5,2011-08-19,4819.743492063491
5,2011-08-26,5005.454354838709
5,2011-09-02,5174.516885245902
5,2011-09-09,5179.197096774193
5,2011-09-16,4566.060819672131
5,2011-09-23,4547.2653125
5,2011-09-30,4639.926666666667
5,2011-10-07,4829.8667187500005
5,2011-10-14,4335.116969696969
5,2011-10-21,4858.240952380952
5,2011-10-28,4723.617076923077
5,2011-11-04,5613.52746031746
5,2011-11-11,4950.900000000001
5,2011-11-18,4811.63078125
5,2011-11-25,7580.598059701492
5,2011-12-02,5878.52515625
5,2011-12-09,5484.086119402986
5,2011-12-16,5664.631343283582
5,2011-12-23,6844.212537313433
5,2011-12-30,5218.281791044777
5,2012-01-06,4953.630317460318
5,2012-01-13,4626.262222222223
5,2012-01-20,4563.872698412698
5,2012-01-27,4553.449538461538
5,2012-02-03,5217.9375
5,2012-02-10,5372.9212307692305
5,2012-02-17,5400.423939393939
5,2012-02-24,4803.391846153846
5,2012-03-02,5612.59703125
5,2012-03-09,5512.628571428571
5,2012-03-16,5303.0084375
5,2012-03-23,4943.076769230769
5,2012-03-30,5259.02746031746
5,2012-04-06,6499.76935483871
5,2012-04-13,5584.635396825396
5,2012-04-20,5077.89323076923
5,2012-04-27,5156.186349206349
5,2012-05-04,5639.57328125
5,2012-05-11,5473.287213114754
5,2012-05-18,5422.413870967742
5,2012-05-25,5428.483809523809
5,2012-06-01,5804.31935483871
5,2012-06-08,5423.882380952381
5,2012-06-15,5280.381290322581
5,2012-06-22,5417.361333333333
5,2012-06-29,5317.066129032258
5,2012-07-06,5593.679180327868
5,2012-07-13,5183.666229508197
5,2012-07-20,5180.727741935484
5,2012-07-27,5029.956721311475
5,2012-08-03,5228.954354838709
5,2012-08-10,4869.201587301587
5,2012-08-17,5233.569666666666
5,2012-08-24,5174.699354838709
5,2012-08-31,5649.8690163934425
5,2012-09-07,5748.342786885246
5,2012-09-14,4758.740793650793
5,2012-09-21,4877.88507936508
5,2012-09-28,5002.285161290322
5,2012-10-05,5623.742459016393
5,2012-10-12,5083.52203125
5,2012-10-19,4973.938888888889
5,2012-10-26,5154.044677419355
6,2010-02-05,22638.836986301372
6,2010-02-12,22003.888493150684
6,2010-02-19,21765.80652777778
6,2010-02-26,19629.49602739726
6,2010-03-05,21936.285205479453
6,2010-03-12,21350.977534246576
6,2010-03-19,23514.70708333333
6,2010-03-26,20444.908055555556
6,2010-04-02,24587.970833333333
6,2010-04-09,23155.303055555556
6,2010-04-16,21108.977222222224
6,2010-04-23,21696.281549295774
6,2010-04-30,21099.72056338028
6,2010-05-07,22815.775211267606
6,2010-05-14,22087.817391304347
6,2010-05-21,21276.922777777778
6,2010-05-28,23492.438
6,2010-06-04,26160.28295774648
6,2010-06-11,24080.74785714286
6,2010-06-18,23960.689142857143
6,2010-06-25,23438.31257142857
6,2010-07-02,25504.018115942028
6,2010-07-09,24497.362173913043
6,2010-07-16,22287.440000000002
6,2010-07-23,22327.33690140845
6,2010-07-30,21890.125428571428
6,2010-08-06,23003.40267605634
6,2010-08-13,21797.95746478873
6,2010-08-20,21689.161971830985
6,2010-08-27,20725.230285714282
6,2010-09-03,21280.638309859154
6,2010-09-10,20059.51323943662
6,2010-09-17,18430.109154929578
6,2010-09-24,18222.740571428574
6,2010-10-01,18710.829436619715
6,2010-10-08,19159.40704225352
6,2010-10-15,18937.75943661972
6,2010-10-22,18770.655352112677
6,2010-10-29,19511.601408450704
6,2010-11-05,20908.918749999997
6,2010-11-12,21364.80657142857
6,2010-11-19,21392.13309859155
6,2010-11-26,32392.17714285714
6,2010-12-03,23620.665352112675
6,2010-12-10,26210.53685714286
6,2010-12-17,29440.40774647887
6,2010-12-24,37882.98861111111
6,2010-12-31,20620.42281690141
6,2011-01-07,18756.134444444444
6,2011-01-14,18397.10633802817
6,2011-01-21,17764.12929577465
6,2011-01-28,18127.249295774647
6,2011-02-04,21338.01647887324
6,2011-02-11,20942.537605633803
6,2011-02-18,22142.500563380283
6,2011-02-25,19758.339305555553
6,2011-03-04,21163.63366197183
6,2011-03-11,20756.908194444448
6,2011-03-18,23407.99263888889
6,2011-03-25,20260.081830985917
6,2011-04-01,19990.092739726028
6,2011-04-08,21021.835616438355
6,2011-04-15,19846.534520547946
6,2011-04-22,22768.874027777776
6,2011-04-29,20545.137499999997
6,2011-05-06,20611.665342465756
6,2011-05-13,20183.134027777778
6,2011-05-20,19754.054714285714
6,2011-05-27,21166.37652777778
6,2011-06-03,23687.587361111113
6,2011-06-10,22516.107746478872
6,2011-06-17,22529.865694444445
6,2011-06-24,21141.99863013699
6,2011-07-01,23866.9176056338
6,2011-07-08,24075.684788732397
6,2011-07-15,21811.446285714286
6,2011-07-22,21807.229714285717
6,2011-07-29,21199.872142857144
6,2011-08-05,22557.52915492958
6,2011-08-12,20915.427887323942
6,2011-08-19,20743.667222222222
6,2011-08-26,19727.852916666667
6,2011-09-02,20296.147123287672
6,2011-09-09,20605.19972222222
6,2011-09-16,19033.912535211268
6,2011-09-23,18817.531690140844
6,2011-09-30,18416.22422535211
6,2011-10-07,20297.797260273972
6,2011-10-14,19528.464647887326
6,2011-10-21,19693.36625
6,2011-10-28,19992.184788732397
6,2011-11-04,21158.616388888888
6,2011-11-11,21636.289295774648
6,2011-11-18,21172.084305555556
6,2011-11-25,30402.85878378378
6,2011-12-02,23782.131549295776
6,2011-12-09,26435.90472222222
6,2011-12-16,27872.54191780822
6,2011-12-23,36731.01416666667
6,2011-12-30,21891.51397260274
6,2012-01-06,19652.671971830987
6,2012-01-13,18670.044027777778
6,2012-01-20,18420.218055555553
6,2012-01-27,18529.7276056338
6,2012-02-03,20782.024722222224
6,2012-02-10,21900.05297297297
6,2012-02-17,22675.223472222224
6,2012-02-24,20071.064520547945
6,2012-03-02,21836.4176056338
6,2012-03-09,21795.894444444442
6,2012-03-16,24619.86323943662
6,2012-03-23,21058.360845070423
